uid,model,params_b,size_bucket,dataset,variant,prompt_language,eid,faithfulness_stratum,triples,sentence,judge_faithfulness_score,judge_incorrect_information
gemma4-e2b__cs-qa_fi_hsb__Id151,gemma4-e2b,5.1,small,cs-qa,fi,hsb,Id151,2-4,"- Čeština 2.0 | isTypeOf | internetový slovník
- Čeština 2.0 | foundedBy | Daniel Vydro
- Čeština 2.0 | collects | nové české výrazy
- Čeština 2.0 | collects | novotvary",Čeština 2.0 je typ internetový slovník. Čeština 2.0 je založen na Daniel Vydro. Čeština 2.0 sbírá nové české výrazy. Čeština 2.0 sbírá novotvary.,4,"[{""info_used"": ""Čeština 2.0 je založen na Daniel Vydro."", ""correct_info"": ""Čeština 2.0 | foundedBy | Daniel Vydro"", ""comment"": ""wrong_predicate: 'založen na' (based on) does not match 'foundedBy' (founded by)""}]"
gpt-oss-120b__sk-qa_fi_hsb__Id70,gpt-oss-120b,117.0,large,sk-qa,fi,hsb,Id70,5,"- Zita Švihranová | isA | slovenská paralympijská športovkyňa
- Zita Švihranová | competesIn | boccia",Zita Švihranová je slowjanska paralympiska sportowka a wobdźěluje so w boccia.,5,[]
llama4-scout__cs-qa_fi_hsb__Id306,llama4-scout,17.0,medium,cs-qa,fi,hsb,Id306,2-4,"- Gavrilo Princip | occupation | atentátník
- Gavrilo Princip | isFamous | true
- Gavrilo Princip | wasImprisonedIn | Ostrovní Vršek",Gavrilo Princip bě atentátník. Gavrilo Princip je wusławy. Gavrilo Princip sedźaše w Ostrovním Vršku.,3,"[{""info_used"": ""Gavrilo Princip je wusławy."", ""correct_info"": ""Gavrilo Princip | isFamous | true"", ""comment"": ""unsupported: 'wusławy' is not a valid Upper Sorbian word; the correct adjective is 'sławny' or similar. The claim is not supported by the triple.""}, {""info_used"": ""Gavrilo Princip sedźaše w Ostrovním Vršku."", ""correct_info"": ""Gavrilo Princip | wasImprisonedIn | Ostrovní Vršek"", ""comment"": ""unsupported: 'sedźaše w' means 'sat in', which does not convey imprisonment. The triple states he was imprisoned there.""}]"
llama4-scout__sk-qa_fi_hsb__Id182,llama4-scout,17.0,medium,sk-qa,fi,hsb,Id182,5,- Kňazský seminár sv. Františka Xaverského | locatedIn | Nová Rovina,Kňazský seminár sv. Františka Xaverského nadeńdźe so w Nóvej Rovinje.,5,[]
llama4-scout__cs-qa_fi_hsb__Id382,llama4-scout,17.0,medium,cs-qa,fi,hsb,Id382,1,"- velká jezdecká socha Jana Žižky | location | Mramorov
- velká jezdecká socha Jana Žižky | specificLocation | Vítkov",Velká jezdecká socha Jana Žižky nachází se v Mramorově a konkrétně na Vítkově.,1,"[{""info_used"": ""Velká jezdecká socha Jana Žižky nachází se v Mramorově a konkrétně na Vítkově."", ""correct_info"": ""The sentence is not written in Upper Sorbian."", ""comment"": ""wrong_language""}]"
gemma4-e2b__sk-qa_fi_hsb__Id149,gemma4-e2b,5.1,small,sk-qa,fi,hsb,Id149,2-4,- rieka Ipeľ | sourceLocation | Mokrá Lehôtka,Rieka Ipeľ je Mokrá Lehôtka.,2,"[{""info_used"": ""Rieka Ipeľ je Mokrá Lehôtka."", ""correct_info"": ""rieka Ipeľ | sourceLocation | Mokrá Lehôtka"", ""comment"": ""wrong_predicate: The sentence says the river IS the location, but the triple says the river's source is the location.""}]"
gpt-oss-120b__cs-qa_fi_hsb__Id5,gpt-oss-120b,117.0,large,cs-qa,fi,hsb,Id5,5,"- literatura | publishedBy | disidenti
- literatura | location | Mlynářov
- literatura | timePeriod | 1950-01-01 2000-12-31
- literatura | namedAs | samizdat","Literatura je wutworiła wot disidentow, je w Mlynářow, je w časowym periodje wot 1950‑01‑01 do 2000‑12‑31 a je nazwana jako samizdat.",5,[]
gemma4-e4b__sk-qa_fi_hsb__Id341,gemma4-e4b,8.0,small,sk-qa,fi,hsb,Id341,5,- HLAS – sociálna demokracia | firstChairperson | Bertold Šarina,Bertold Šarina je prvi predsednik socijalne demokracije.,5,[]
qwen3_5-122b__cs-qa_fi_hsb__Id221,qwen3_5-122b,125.0,large,cs-qa,fi,hsb,Id221,2-4,- Znojmo | riverFlowingThrough | Rakovnický Les,Rakovnický Les přeteknje rěka Znojmo.,2,"[{""info_used"": ""Rakovnický Les přeteknje rěka Znojmo"", ""correct_info"": ""Znojmo | riverFlowingThrough | Rakovnický Les"", ""comment"": ""reverse""}]"
gpt-oss-120b__cs-qa_fi_hsb__Id86,gpt-oss-120b,117.0,large,cs-qa,fi,hsb,Id86,5,"- 1. česká fotbalová liga | alternativeName | Fortuna Liga
- Fortuna Liga | validFrom | 2018-01-01
- Fortuna Liga | validTo | 27-10-1988",Česka fotbalowa liga ma alternatiwne mjeno Fortuna Liga. Fortuna Liga je płaćiwa wot 2018‑01‑01 do 27‑10‑1988.,5,[]
gemma4-31B__cs-qa_fi_hsb__Id388,gemma4-31B,30.7,medium,cs-qa,fi,hsb,Id388,5,"- Dlouhé Stráně | isType | přečerpávací vodní elektrárna
- Dlouhé Stráně | location | Hrubý Jeseník
- Dlouhé Stráně | location | Pohoří Krkavice
- Dlouhé Stráně | isMost | výkonná","Dlouhé Stráně je výkonná přečerpávací vodní elektrárna, kotraž se w Hrubý Jeseník a Pohoří Krkavice nachodzi.",5,[]
gpt-oss-120b__sk-qa_fi_hsb__Id360,gpt-oss-120b,117.0,large,sk-qa,fi,hsb,Id360,5,"- Vincent Danko | participatedIn | Česko Slovensko má talent
- Česko Slovensko má talent | isA | TV show","Vincent Danko je so wobdźělił na Česko Slovensko má talent, kotryž je televizijny program.",5,[]
qwen3_5-9b__cs-qa_fi_hsb__Id63,qwen3_5-9b,9.7,small,cs-qa,fi,hsb,Id63,5,"- Břehovice | hasRiver | Jizera
- Jizera | flowsThrough | Břehovice","Břehowicy leža při rěce Jizera, kotraž jich přez wjesku płynie.",5,[]
llama4-scout__sk-qa_fi_hsb__Id274,llama4-scout,17.0,medium,sk-qa,fi,hsb,Id274,5,"- Ivan Matúšik | nationality | slovenský
- Ivan Matúšik | profession | architekt
- Ivan Matúšik | designed | komplex Prior
- Ivan Matúšik | designed | hotel Kyjev
- komplex Prior | location | Kamenné námestie
- hotel Kyjev | location | Kamenné námestie
- Kamenné námestie | city | Malý Roháčov
- Ivan Matúšik | receivedAward | cena Dušana Jurkoviča","Ivan Matúšik je Slovák a architekt. Wón je projektowal komplex Prior a hotel Kyjev, kotrež naměstene stej na Kamennym náměstje w městje Maly Roháčow. Ivan Matúšik dósta cenu Dušana Jurkoviča.",5,[]
qwen3_5-122b__cs-qa_fi_hsb__Id143,qwen3_5-122b,125.0,large,cs-qa,fi,hsb,Id143,1,"- Polní Údolí | isType | přírodní rezervace
- Polní Údolí | isLocatedIn | Český ráj
- Polní Údolí | isKnownFor | pískovcová skalní města",Polní Údolí je přirodna rezervacija w Českým raju a je znata za pískovcová skalní města.,1,"[{""info_used"": ""Polní Údolí je přirodna rezervacija w Českým raju a je znata za pískovcová skalní města."", ""correct_info"": ""The sentence is not written in Upper Sorbian."", ""comment"": ""wrong_language""}]"
gpt-oss-120b__sk-qa_fi_hsb__Id79,gpt-oss-120b,117.0,large,sk-qa,fi,hsb,Id79,5,- Bertold Šarina | placeOfOrigin | Očová,Bertold Šarina pochada z Očová.,5,[]
tiny-aya-global__sk-qa_fi_hsb__Id19,tiny-aya-global,3.35,small,sk-qa,fi,hsb,Id19,1,"- nemeckí vojaci | action | partially burned
- nemeckí vojaci | target | Bystrická kotlina","**Hornjoserbski RDF triple:** **nemeckí vojaci** | **akcija** | **częściowo spalone** **nemeckí vojaci** | **cel** | **Bystrická kotlina** **Překlady:** **nemeckí vojaci** → *nemeckí żołnierze* (powšitkowne substancja) **akcija** → *akcja* (powšitkowne wopisko) **częściowo spalone** → *częściowo spalone* (powšitkowne wopisko) **cel** → *cel* (powšitkowne wopisko) **Uwagi:** W RDF triple nie ma miejsca na dodawanie dodatkowych informacji, więc nie ma potrzeby tworzenia dłuższych zdań. Wszystkie nazwy własne (np. *nemeckí vojaci*, *Bystrická kotlina*) zostały przetłumaczone w oryginalnej formie. Predykat *akcija* został przetłumaczony jako *akcja*, a *cel* jako *cel*, zgodnie z instrukcjami.",1,"[{""info_used"": ""Hornjoserbski RDF triple: nemeckí vojaci | akcija | częściowo spalone nemeckí vojaci | cel | Bystrická kotlina Překlady: nemeckí vojaci → nemeckí żołnierze (powšitkowne substancja) akcija → akcja (powšitkowne wopisko) częściowo spalone → częściowo spalone (powšitkowne wopisko) cel → cel (powšitkowne wopisko) Uwagi: W RDF triple nie ma miejsca na dodawanie dodatkowych informacji, więc nie ma potrzeby tworzenia dłuższych zdań. Wszystkie n ..."", ""correct_info"": ""The sentence should be a natural-language sentence in Upper Sorbian, not a raw RDF triple with commentary."", ""comment"": ""wrong_transform""}]"
qwen3-1_7b__sk-qa_fi_hsb__Id85,qwen3-1_7b,1.7,small,sk-qa,fi,hsb,Id85,1,"- Michal Dočolomanský | performedRole | Mária Ondrejková
- Mária Ondrejková | isTitleRoleIn | Na skle maľované
- Na skle maľované | isType | divadelná hra",Michal Dočolomanský | performedRole | Mária Ondrejková Mária Ondrejková | isTitleRoleIn | Na skle maľované Na skle maľované | isType | divadelná hra,1,"[{""info_used"": ""Michal Dočolomanský | performedRole | Mária Ondrejková Mária Ondrejková | isTitleRoleIn | Na skle maľované Na skle maľované | isType | divadelná hra"", ""correct_info"": ""The sentence is not a natural-language sentence but keeps the exact pipe-separated RDF format."", ""comment"": ""wrong_transform""}]"
gpt-oss-120b__sk-qa_fi_hsb__Id29,gpt-oss-120b,117.0,large,sk-qa,fi,hsb,Id29,2-4,"- piešťanský Grand Hotel Royal | nameDuringPeriod | Grand Hotel Slovan
- socializmus | timePeriod | 08-12-1992
- Grand Hotel Slovan | laterName | Slovan",Piešťanski Grand Hotel Royal měł mjeno Grand Hotel Slovan. Socializm ma časowy period 08‑12‑1992. Grand Hotel Slovan měł pozdźišće mjeno Slovan.,2,"[{""info_used"": ""Piešťanski Grand Hotel Royal měł mjeno Grand Hotel Slovan."", ""correct_info"": ""piešťanský Grand Hotel Royal | nameDuringPeriod | Grand Hotel Slovan"", ""comment"": ""wrong_predicate: 'měł mjeno' (had the name) is not equivalent to 'nameDuringPeriod' (name during a specific period). The sentence omits the temporal aspect.""}, {""info_used"": ""Socializm ma časowy period 08‑12‑1992."", ""correct_info"": ""socializmus | timePeriod | 08-12-1992"", ""comment"": ""unsupported: 'Socializm' is not the same entity as 'socializmus'. The sentence introduces a different subject.""}, {""info_used"": ""Grand Hotel Slovan měł pozdźišće mjeno Slovan."", ""correct_info"": ""Grand Hotel Slovan | laterName | Slovan"", ""comment"": ""wrong_predicate: 'měł pozdźišće mjeno' (later had the name) is not equivalent to 'laterName'. The predicate is paraphrased incorrectly.""}]"
llama4-scout__cs-qa_fi_hsb__Id89,llama4-scout,17.0,medium,cs-qa,fi,hsb,Id89,5,"- Kamenice u Lesa | created by | zatopením lomu Most–Ležáky
- Kamenice u Lesa | openingDate | 2020",Rěčna wjes Kamenice u Lesa bu wutworjena přez zatopenje lomu Most–Ležáky. Ona bu wotwarta w lěće 2020.,5,[]
gemma4-e4b__sk-qa_fi_hsb__Id140,gemma4-e4b,8.0,small,sk-qa,fi,hsb,Id140,5,"- Zálesná Poruba | flowsInto | Dunaj
- Zálesná Poruba | confluenceLocation | Kolárovo",Zálesná Poruba teče u Dunaj; Zálesná Poruba se spaja u Kolárovo.,5,[]
llama4-scout__sk-qa_fi_hsb__Id168,llama4-scout,17.0,medium,sk-qa,fi,hsb,Id168,5,- Múzeum kysuckej dediny | location | Studeničná Osada,Múzeum kysuckej dediny nachádza sa v Studeničnej Osade.,5,[]
gpt-oss-120b__cs-qa_fi_hsb__Id441,gpt-oss-120b,117.0,large,cs-qa,fi,hsb,Id441,5,- Pohoří Krkavice | locatedIn | kraj Vysočina,Horinski rjek Krkavice leži w kraju Vysočina.,5,[]
gemma4-31B__sk-qa_fi_hsb__Id161,gemma4-31B,30.7,medium,sk-qa,fi,hsb,Id161,5,- Vratko Bohunický | originLocation | Okolie Nitry,Vratko Bohunický pochodzi z Okolie Nitry.,5,[]
tiny-aya-global__cs-qa_fi_hsb__Id29,tiny-aya-global,3.35,small,cs-qa,fi,hsb,Id29,1,- Jarmila Vondrová | nickname | Rudý dědek,"**RDF-Triple:** Jarmila Vondrová | nickname | Rudý dědek **Hornjoserbski preklad:** Jarmila Vondrová | pseudonime | Rudý dědek **Wyjaśnienie:** **Podmet (subject):** Jarmila Vondrová (imię i nazwisko zawodniczki). **Predikat (predicate):** pseudonime (rzeczownik oznaczający przydomek). **Obiekt (object):** Rudý dědek (rzeczownik oznaczający przydomek). Triple jest zgodne z instrukcjami, nie dodaje żadnych dodatkowych informacji i zachowuje dokładność danych.",1,"[{""info_used"": ""RDF-Triple: Jarmila Vondrová | nickname | Rudý dědek Hornjoserbski preklad: Jarmila Vondrová | pseudonime | Rudý dědek Wyjaśnienie: Podmet (subject): Jarmila Vondrová (imię i nazwisko zawodniczki). Predikat (predicate): pseudonime (rzeczownik oznaczający przydomek). Obiekt (object): Rudý dědek (rzeczownik oznaczający przydomek). Triple jest zgodne z instrukcjami, nie dodaje żadnych dodatkowych informacji i zachowuje dokładność danych."", ""correct_info"": ""The sentence should be a natural-language Upper Sorbian sentence, not a raw triple with meta-commentary."", ""comment"": ""wrong_transform""}]"
qwen3_5-122b__cs-qa_fi_hsb__Id320,qwen3_5-122b,125.0,large,cs-qa,fi,hsb,Id320,5,- nemocniční areál nemocnice Znojmo | originatedFrom | Rakovník,Nemocniční areál nemocnice Znojmo originatedFrom Rakovník.,5,[]
qwen3_5-122b__sk-qa_fi_hsb__Id368,qwen3_5-122b,125.0,large,sk-qa,fi,hsb,Id368,1,"- Zálesná Poruba | isConsidered | neoficiálny symbol Slovenska
- Zálesná Poruba | isMentionedIn | slovenská literatúra",Zálesná Poruba je neoficiálny symbol Slovenska a je spomínana v slovenskej literatúre.,1,"[{""info_used"": ""Zálesná Poruba je neoficiálny symbol Slovenska a je spomínana v slovenskej literatúre."", ""correct_info"": ""The sentence is written in Slovak, not Upper Sorbian."", ""comment"": ""wrong_language""}]"
gemma4-e2b__sk-qa_fi_hsb__Id248,gemma4-e2b,5.1,small,sk-qa,fi,hsb,Id248,1,"- Kramáre | locatedIn | Nové Mesto
- Nové Mesto | isPartOf | Kopanická rovina
- Nové Mesto | isA | mestská časť",Kramáre locatedIn Nové Mesto. Nové Mesto isPartOf Kopanická rovina. Nové Mesto isA mestská časť.,1,"[{""info_used"": ""Kramáre locatedIn Nové Mesto. Nové Mesto isPartOf Kopanická rovina. Nové Mesto isA mestská časť."", ""correct_info"": ""The sentence is not written in Upper Sorbian; it uses English grammar and word order."", ""comment"": ""wrong_language""}]"
qwen3_5-122b__sk-qa_fi_hsb__Id276,qwen3_5-122b,125.0,large,sk-qa,fi,hsb,Id276,1,"- Horné Sokolce | isSignificantRiver | true
- Horné Sokolce | flowsThrough | Zvolen
- Horné Sokolce | country | Slovensko","Horné Sokolce je značka řeka, která protéká Zvolenem na Slovensku.",1,"[{""info_used"": ""Horné Sokolce je značka řeka, která protéká Zvolenem na Slovensku."", ""correct_info"": ""The sentence is not written in Upper Sorbian."", ""comment"": ""wrong_language""}]"
qwen3_5-9b__cs-qa_fi_hsb__Id415,qwen3_5-9b,9.7,small,cs-qa,fi,hsb,Id415,2-4,"- Alena Bílá | isLegendary | true
- Alena Bílá | isAncestor | true
- Alena Bílá | ledPeople | do země zaslíbené
- české pověsti | describeEvent | Praotec Čech ledPeople do země zaslíbené","Alena Bílá je legendarnja předk, kotraž je ludźi do zemi zaslíbeny wjedła, a to w podawku čěskich powěstow, kotrež wopisuju, kak je Praotec Čech ludźi do zemi zaslíbeny wjedł.",2,"[{""info_used"": ""Alena Bílá je legendarnja předk, kotraž je ludźi do zemi zaslíbeny wjedła"", ""correct_info"": ""Alena Bílá | isLegendary | true; Alena Bílá | isAncestor | true; Alena Bílá | ledPeople | do země zaslíbené"", ""comment"": ""unsupported: The sentence merges the subject 'Alena Bílá' with the event 'ledPeople do země zaslíbené' from the triple about 'Praotec Čech', creating a claim that Alena Bílá led people to the promised land, which is not supported by the triples.""}, {""info_used"": ""a to w podawku čěskich powěstow, kotrež wopisuju, kak je Praotec Čech ludźi do zemi zaslíbeny wjedł"", ""correct_info"": ""české pověsti | describeEvent | Praotec Čech ledPeople do země zaslíbené"", ""comment"": ""unsupported: The sentence adds that the event of Alena Bílá leading people is described in Czech legends, but the triple only states that Czech legends describe Praotec Čech leading people. The connection to Alena Bílá is unsupported.""}]"
qwen3_5-122b__cs-qa_fi_hsb__Id457,qwen3_5-122b,125.0,large,cs-qa,fi,hsb,Id457,5,- Kraví Dvůr | locatedIn | okres Litoměřice,Kraví Dvůr leži w okrese Litoměřice.,5,[]
llama4-scout__sk-qa_fi_hsb__Id407,llama4-scout,17.0,medium,sk-qa,fi,hsb,Id407,1,"- HK Nitra | wonTrophy | Kontinentálny pohár
- Kontinentálny pohár | winningSeason | 04-06-1999",HK Nitra wón puchar Kontinentálny pohár. Kontinentálny pohár běše w lěće 04-06-1999 w wotměću.,1,"[{""info_used"": ""wón puchar"", ""correct_info"": ""HK Nitra | wonTrophy | Kontinentálny pohár"", ""comment"": ""unsupported: 'wón puchar' is not a valid Upper Sorbian verb phrase for 'wonTrophy'; the sentence's own grammar is not Upper Sorbian.""}, {""info_used"": ""běše w lěće 04-06-1999 w wotměću"", ""correct_info"": ""Kontinentálny pohár | winningSeason | 04-06-1999"", ""comment"": ""unsupported: 'běše w lěće ... w wotměću' is not a valid Upper Sorbian phrase for 'winningSeason'; the sentence's own grammar is not Upper Sorbian.""}]"
