uid,prompt_language,triples,sentence,human_faithfulness_score,human_faithfulness_reason,human_fluency_score,human_fluency_reason,Annotator
llama4-scout__sk-qa_fi_hsb__Id168,hsb,- Múzeum kysuckej dediny | location | Studeničná Osada,Múzeum kysuckej dediny nachádza sa v Studeničnej Osade.,1,,,,3
gpt-oss-120b__cs-qa_fi_hsb__Id441,hsb,- Pohoří Krkavice | locatedIn | kraj Vysočina,Horinski rjek Krkavice leži w kraju Vysočina.,5,,,,3
gemma4-31B__sk-qa_fi_hsb__Id161,hsb,- Vratko Bohunický | originLocation | Okolie Nitry,Vratko Bohunický pochodzi z Okolie Nitry.,5,,1.0,,1
tiny-aya-global__cs-qa_fi_hsb__Id29,hsb,- Jarmila Vondrová | nickname | Rudý dědek,"**RDF-Triple:** Jarmila Vondrová | nickname | Rudý dědek **Hornjoserbski preklad:** Jarmila Vondrová | pseudonime | Rudý dědek **Wyjaśnienie:** **Podmet (subject):** Jarmila Vondrová (imię i nazwisko zawodniczki). **Predikat (predicate):** pseudonime (rzeczownik oznaczający przydomek). **Obiekt (object):** Rudý dědek (rzeczownik oznaczający przydomek). Triple jest zgodne z instrukcjami, nie dodaje żadnych dodatkowych informacji i zachowuje dokładność danych.",1,,1.0,,1
qwen3_5-122b__cs-qa_fi_hsb__Id320,hsb,- nemocniční areál nemocnice Znojmo | originatedFrom | Rakovník,Nemocniční areál nemocnice Znojmo originatedFrom Rakovník.,3,,,,3
qwen3_5-122b__sk-qa_fi_hsb__Id368,hsb,"- Zálesná Poruba | isConsidered | neoficiálny symbol Slovenska
- Zálesná Poruba | isMentionedIn | slovenská literatúra",Zálesná Poruba je neoficiálny symbol Slovenska a je spomínana v slovenskej literatúre.,1,,1.0,,1
gemma4-e2b__sk-qa_fi_hsb__Id248,hsb,"- Kramáre | locatedIn | Nové Mesto
- Nové Mesto | isPartOf | Kopanická rovina
- Nové Mesto | isA | mestská časť",Kramáre locatedIn Nové Mesto. Nové Mesto isPartOf Kopanická rovina. Nové Mesto isA mestská časť.,1,wrong transform,,,3
qwen3_5-122b__sk-qa_fi_hsb__Id276,hsb,"- Horné Sokolce | isSignificantRiver | true
- Horné Sokolce | flowsThrough | Zvolen
- Horné Sokolce | country | Slovensko","Horné Sokolce je značka řeka, která protéká Zvolenem na Slovensku.",1,,1.0,,1
qwen3_5-9b__cs-qa_fi_hsb__Id415,hsb,"- Alena Bílá | isLegendary | true
- Alena Bílá | isAncestor | true
- Alena Bílá | ledPeople | do země zaslíbené
- české pověsti | describeEvent | Praotec Čech ledPeople do země zaslíbené","Alena Bílá je legendarnja předk, kotraž je ludźi do zemi zaslíbeny wjedła, a to w podawku čěskich powěstow, kotrež wopisuju, kak je Praotec Čech ludźi do zemi zaslíbeny wjedł.",5,,,,3
qwen3_5-122b__cs-qa_fi_hsb__Id457,hsb,- Kraví Dvůr | locatedIn | okres Litoměřice,Kraví Dvůr leži w okrese Litoměřice.,5,,,,3
llama4-scout__sk-qa_fi_hsb__Id407,hsb,"- HK Nitra | wonTrophy | Kontinentálny pohár
- Kontinentálny pohár | winningSeason | 04-06-1999",HK Nitra wón puchar Kontinentálny pohár. Kontinentálny pohár běše w lěće 04-06-1999 w wotměću.,5,,,,3
qwen3_5-122b__sk-qa_fi_hsb__Id46,hsb,- Daňové identifikačné číslo (DIČ) | numberOfDigits | 6789,Daňové identifikačné číslo (DIČ) ma 6789 čisłow.,5,,,,3
llama4-scout__cs-qa_fi_hsb__Id493,hsb,"- Kněžná | isA | řeka
- Horní Vítkov | containsInName | Kněžná",Řeka Kněžná se nachází v Horním Vítkově.,1,,1.0,,1
gemma4-31B__cs-qa_fi_hsb__Id133,hsb,"- Saskia Vobořilová | authorOf | Bylo nás pět
- Saskia Vobořilová | birthPlace | Rychnov nad Kněžnou","Saskia Vobořilová, kotraž w Rychnov nad Kněžnou narodźiła, je autorka dźěła Bylo nás pět.",5,,,,3
qwen3_5-122b__sk-qa_fi_hsb__Id139,hsb,"- Oľga Mihalčinová | hasSon | Matej Landl
- Matej Landl | isSonOf | Oľga Mihalčinová
- Matej Landl | hasProfession | actor","Oľga Mihalčinová je mać Mateja Landla, kotryž je dźiwadźelnik.",4,theatre is unsupported,,,3
gemma4-31B__cs-qa_fi_hsb__Id410,hsb,"- Karel Kryl | nationality | Československý
- Karel Kryl | occupation | autor
- Karel Kryl | created | protikomunistické protestní písničky
- Karel Kryl | numberOf | mnoha
- Karel Kryl | released | 06-02-2024
- Karel Kryl | firstLP | Bratříčku zavírej vrátka","Karel Kryl běš českosłowakski autor, kotryž mnoha protikomunistiske protestne písničky stworił, wudał 06-02-2024 a jeho prwy LP běš Bratříčku zavírej vrátka.",5,,,,3
gemma4-31B__sk-qa_fi_hsb__Id485,hsb,"- Alena Zemanová | hasPseudonym | Otis
- Alena Zemanová | isOccupation | slovenský reper",Alena Zemanová je słowakiski reper z pseudonymym Otis.,5,,,,3
tiny-aya-global__cs-qa_fi_hsb__Id356,hsb,- Kostel svatého Václava a Blažeje | locatedIn | Černé Břehy,"**RDF-Triple:** Kostel svatého Václava a Blažeje | locatedIn | Černé Břehy **Hornjoserbski tekst:** Kostel svatého Václava a Blažeje se nachází v Černé Břehy. **Přełożenie:** Kostel svatého Václava a Blažeje → Kostel svatého Václava a Blažeje locatedIn → se nachází v Černé Břehy → Černé Břehy **Vysvětlení:** **Kostel svatého Václava a Blažeje** je explicitně uveden jako entita, která je předmětem lokace. **se nachází v** je přirozený a idiomatický způsob vyjádření lokace v hornjoserbštině. **Černé Břehy** je zachován v původní formě, protože se jedná o geografický název.",1,,1.0,,1
qwen3-1_7b__sk-qa_fi_hsb__Id224,hsb,- Zlatá kopa | originatesIn | Národný park Nízke Tatry,Zlatá kopa | originatesIn | Národný park Nízke Tatry,1,,1.0,,1
gemma4-31B__sk-qa_fi_hsb__Id41,hsb,"- Slovenská televízia a rozhlas | replacedOrganization | Rozhlas a televízia Slovenska
- Slovenská televízia a rozhlas | replacementYear | 07-04-2026",Slovenská televízia a rozhlas 07-04-2026 Rozhlas a televízia Slovenska zastupił.,5,,,,3
qwen3-1_7b__sk-qa_fi_hsb__Id91,hsb,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Horné Sokolce",Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky ministerstvo financií Slovenskej republiky | country | Horné Sokolce,1,,1.0,,1
qwen3_5-9b__cs-qa_fi_hsb__Id194,hsb,"- Zdeněk Jirotka | authorOf | Saturnin
- Saturnin | publicationYear | 29-06-2025
- Saturnin | genre | humoristický román","Zdeněk Jirotka je awtor humoristiskeho romana Saturnin, kotryž wot 29. junija 2025 wotpowěduje.",5,,,,3
gemma4-31B__cs-qa_fi_hsb__Id381,hsb,- píseň Kolej Yesterday | hasAuthor | Martin Růžička,Píseň Kolej Yesterday hasAuthor Martin Růžička.,3,,,,3
gemma4-e2b__cs-qa_fi_sk__Id63,sk,"- Břehovice | hasRiver | Jizera
- Jizera | flowsThrough | Břehovice","Břehovice má řeku Jizera, která teče přes Jizeru.",1,wrong_language,1.0,wrong_language,1
llama4-scout__cs-qa_fi_sk__Id435,sk,"- Sametová revoluce | isA | období
- období | hasContext | politické změny
- období | location | Československo
- období | year | 22-10-1990
- období | ledTo | pád komunistického režimu",Dve krátke,1,,1.0,,1
llama4-scout__cs-qa_fi_sk__Id338,sk,"- Michal Horák | profession | lékařka
- Michal Horák | role | zakladatelka českých hospiců
- Michal Horák | receivedAward | Medaile Za zásluhy o stát
- Medaile Za zásluhy o stát | awardedBy | Václav Havel
- Medaile Za zásluhy o stát | awardedBy | Miloš Zeman","Michal Horák je lekárka a zakladatelka českých hospiců. Za svoje zásluhy obdržala Medailu Za zásluhy o stát, ktorá jej bola udelená Václavom Havlom a Milošom Zemanom.",5,,3.0,,1
tiny-aya-global__sk-qa_fi_sk__Id358,sk,- Roháčsky okres | flowsInto | Dunaj,"Rátska oblasť je zaplavená riekou Dunaj, ktorá ju preteká.",1,,5.0,,1
llama4-scout__cs-qa_fi_sk__Id263,sk,"- Babička | author | Xavier Janda
- Xavier Janda | wrote | Babička",Xavier Janda je autorom diela Babička.,4,,4.0,,1
gpt-oss-120b__cs-qa_fi_sk__Id163,sk,"- Lažany | locatedIn | Třebčice
- Třebčice | isType | okres",We analysis analysis analysis ... We We... The analysis... analysis... analysis... We... ... ... ... We... ... ... ... ... ... ... ...Lažany sa nachádza v Třebčice a Třebčice je typom okres.,1,,1.0,,1
llama4-scout__sk-qa_fi_sk__Id164,sk,"- Studenický kraj | contains | atómová elektráreň
- atómová elektráreň | type | atomic power plant","Studenický kraj obsahuje atómovú elektráreň, ktorá je typu atomic power plant, alebo presnejšie, Studenický kraj obsahuje atómovú elektráreň, a tá je atómovou elektrárňou. alebo Studenický kraj obsahuje atómovú elektráreň. Atómová elektráreň je atómová elektráreň.",2,,1.0,,1
qwen3_5-122b__cs-qa_fi_sk__Id454,sk,- Divadelní fakulta Akademie múzických umění v Praze (DAMU) | currentLocation | Mlynářov,Divadelní fakulta Akademie múzických umění v Praze (DAMU) sa nachádza na Mlynářov.,5,,4.0,,3
gemma4-31B__sk-qa_fi_sk__Id11,sk,- IMT Smile | originCity | Ostrolúcka Ves,IMT Smile pochádza z mesta Ostrolúcka Ves.,5,,5.0,,1
gemma4-31B__cs-qa_fi_sk__Id189,sk,"- státní hymna České republiky | originatesFrom | Fidlovačka aneb Žádný hněv a žádná rvačka
- Fidlovačka aneb Žádný hněv a žádná rvačka | author | Jindřich Holub
- Fidlovačka aneb Žádný hněv a žádná rvačka | isA | divadelní hra","Štátna hymna České republiky pochádza z divadelnej hry Fidlovačka aneb Žádný hněv a žádná rvačka, ktorým je autor Jindřich Holub.",4,"should be ""ktorej autorom je""",4.0,,3
qwen3-1_7b__cs-qa_fi_sk__Id337,sk,- Výtahová kancelář Bati | locatedIn | Záhořské,Výtahová kancelář Bati je v Záhořskom.,5,,5.0,,3
qwen3_5-9b__cs-qa_fi_sk__Id327,sk,"- historické jádro města Prostějova | isPartOf | městská památková zóna
- historické jádro města Prostějova | designationYear | 15-11-2025","Historické jádro mesta Prostějova, ktoré je súčasťou městská památková zóna, má označené v roku 15-11-2025.",5,,3.0,,3
gpt-oss-120b__sk-qa_fi_sk__Id480,sk,"- Igor Duda | nationality | slovenská
- Igor Duda | profession | speváčka
- Igor Duda | released | Znamenia
- Znamenia | type | EP","Igor Duda má slovenskú národnosť, je speváčka a vydal Znamenia, pričom Znamenia je EP.",5,,4.0,,3
qwen3_5-122b__cs-qa_fi_sk__Id164,sk,"- První parostrojní železnice v českých zemích | hasName | Severní dráha císaře Ferdinanda
- Severní dráha císaře Ferdinanda | isType | parostrojní železnice
- Severní dráha císaře Ferdinanda | isLocatedIn | Nové Sady
- Severní dráha císaře Ferdinanda | isFirst | true","První parostrojní železnice v českých zemích, Severní dráha císaře Ferdinanda, je parostrojní železnicou nachádzajúcou sa v Nových Sadoch a je prvá.",5,,4.0,,3
qwen3_5-122b__sk-qa_fi_sk__Id219,sk,"- Najväčší Trenčiansky hokejový klub | hasName | HK Dukla Trenčín
- HK Dukla Trenčín | isType | hokejový klub
- HK Dukla Trenčín | isLocatedIn | Mokrá Lehôtka","Najväčší Trenčiansky hokejový klub sa volá HK Dukla Trenčín, je to hokejový klub a nachádza sa v Mokrej Lehôtky.",5,,4.0,,3
gemma4-31B__sk-qa_fi_sk__Id91,sk,"- Národna bločková lotéria | declaredBy | ministerstvo financií Slovenskej republiky
- ministerstvo financií Slovenskej republiky | country | Horné Sokolce","Národna bločková lotéria bola vyhlásená ministerstvom financií Slovenskej republiky, ktoré je v Horné Sokolce.",5,,4.0,,3
llama4-scout__cs-qa_fi_sk__Id280,sk,"- Marie Terezie | established | povinná školní docházka
- povinná školní docházka | location | Východní Kostel",Marie Terezie zaviedla povinnú školskú dochádzku vo Východnom Kostele.,5,,5.0,,3
tiny-aya-global__sk-qa_fi_sk__Id145,sk,"- Turianka | locatedOn | Váh
- Váh | isA | river","Turianka leží na rieke Váh, ktorá je riekou.",5,,5.0,,3
qwen3_5-122b__cs-qa_fi_sk__Id320,sk,- nemocniční areál nemocnice Znojmo | originatedFrom | Rakovník,Nemocničný areál nemocnice Znojmo originatedFrom Rakovník.,4,,4.0,,3
gemma4-e4b__sk-qa_fi_sk__Id411,sk,"- SNS | currentChairperson | Andrej Danko
- Andrej Danko | chairpersonYear | 14-05-2025","SNS má Andreja Danka ako súčasného predsedu, a Andrej Danko bol predsedom od 14-05-2025.",4,,5.0,,3
gemma4-31B__cs-qa_fi_sk__Id64,sk,"- 1. česká hokejová liga | newNameFromSeason | Maxa liga
- 1. česká hokejová liga | seasonStart | 01-01-2025","česká hokejová liga zmenila názov na Maxa liga od sezóny, ktorá začína 01-01-2025.",4,,5.0,,3
gemma4-31B__sk-qa_fi_sk__Id26,sk,"- politický spor | name | pomlčková vojna
- politický spor | topic | názov Česko-Slovenska
- politický spor | startDate | 18-02-1997",Politický spor s názvom pomlčková vojna sa týka názvu Česko-Slovenska a začal 18-02-1997.,5,,5.0,,3
gemma4-e2b__cs-qa_fi_sk__Id289,sk,"- Karlova univerzita | location | Údolí Vran
- Karolinum | isBuildingOf | Karlova univerzita
- Karolinum | isOldestBuilding | true","Karlova univerzita je v Údolí Vran, Karolinum je bud[: Karlova univerzita] a Karolinum je najstarší bud[: true].",4,,2.0,,3
gpt-oss-120b__sk-qa_fi_sk__Id249,sk,"- Najvýchodnejší slovenský národný park | name | Radostná Lehota
- Radostná Lehota | type | národný park
- Radostná Lehota | location | Slovensko
- Radostná Lehota | position | najvýchodnejší","Najvýchodnejší slovenský národný park sa volá Radostná Lehota. Radostná Lehota je národný park, nachádza sa v Slovensku a je najvýchodnejší.",5,,4.0,,3
qwen3-1_7b__sk-qa_fi_sk__Id111,sk,"- Ľudovít Štúr | adoptedMiddleName | Velislav
- Ľudovít Štúr | locationOfAdoption | Bystranka",Ľudovít Štúr získal meno Velislav po základnej adopcii v Bystranke.,4,,5.0,,3
llama4-scout__sk-qa_fi_sk__Id208,sk,"- Natália Šoltésová | isKnownFor | hatred towards Maďarom
- Natália Šoltésová | profession | slovenský politik",Natália Šoltésová je známa pre nenávisť voči Maďarom a je slovenským politikom.,5,,5.0,,3
qwen3_5-9b__sk-qa_fi_sk__Id116,sk,- Klotilda Rejtová | hasField | neurológia,Klotilda Rejtová má v odbore neurológia.,4,,4.0,,3
qwen3_5-122b__sk-qa_fi_sk__Id141,sk,"- Súdna rada Slovenskej republiky | hasHeadquarters | Miestodržiteľský palác
- Miestodržiteľský palác | isLocatedIn | Studenická dolina","Súdna rada Slovenskej republiky má svoje sídlo v Miestodržiteľskom paláci, ktorý sa nachádza v Studenici.",4,,4.0,,3
tiny-aya-global__cs-qa_fi_sk__Id357,sk,"- Wilhelm Lüders | wonMedal | stříbrnou medaili
- stříbrná medaile | event | ZOH 2006
- ZOH 2006 | location | Turín
- ZOH 2006 | date | 2006-02-10",Wilhelm Lüders získal stříbrnou medaili v ZOH 2006 v Turíne.,4,,4.0,,3
qwen3-1_7b__cs-qa_fi_sk__Id272,sk,- Kozlíkov | locatedAtBorderWith | Rakousko,Kozlíkov je na hranici s Rakouskom.,5,,4.0,,3
gemma4-e4b__sk-qa_fi_sk__Id108,sk,- Turianka | highestPeak | Ostredok,Turianka je najvyšším vrcholom Ostredok.,5,,5.0,,3
llama4-scout__cs-qa_fi_sk__Id35,sk,"- Frýdek-Místek | formedFrom | 5
- Frýdek-Místek | formedFrom | 2 města
- Frýdek-Místek | formedFrom | 30","Frýdek-Místek vznikol z 5, 2 miest a 30.",5,,5.0,,3
gpt-oss-120b__cs-qa_fi_sk__Id19,sk,- těžba uhlí | causes | Slníčko nad Rákosím,Ťažba uhlia spôsobuje Slníčko nad Rákosím.,5,,5.0,,3
llama4-scout__cs-qa_fi_sk__Id164,sk,"- První parostrojní železnice v českých zemích | hasName | Severní dráha císaře Ferdinanda
- Severní dráha císaře Ferdinanda | isType | parostrojní železnice
- Severní dráha císaře Ferdinanda | isLocatedIn | Nové Sady
- Severní dráha císaře Ferdinanda | isFirst | true","Severní dráha císaře Ferdinanda je názov prvej parostrojnej železnice v českých zemích, ktorá sa nachádza v Nových Sadoch.",5,,4.0,,3
gpt-oss-120b__cs-qa_fi_sk__Id20,sk,"- Třístíčko | hasReligiousMinority | Židovská menšina
- Židovská menšina | isReligiousMinority | true",Třístíčko má náboženskú menšinu Židovská menšina a Židovská menšina je náboženská menšina.,5,,4.0,,3
gemma4-e4b__cs-qa_fi_sk__Id519,sk,"- Třebčice | bordersWith | 4
- Třebčice | regionType | kraj",Třebčice sa bdrí s 4 a je kraj.,1,,4.0,,3
qwen3_5-122b__sk-qa_fi_sk__Id390,sk,- Názov Ružinov | originatesFrom | Belianska Zápotoč,Názov Ružinov originatesFrom Belianska Zápotoč.,4,,4.0,,3
gemma4-31B__sk-qa_fi_sk__Id21,sk,- Studenická dolina | minedResource | hnedé uhlie,V Studenickej doline saťaťa hnedé uhlie.,4,,4.0,,3
qwen3_5-122b__cs-qa_fi_sk__Id95,sk,- Svojkovské skály | locatedIn | Uhelná,Svojkovské skály sa nachádzajú v Uhelnej.,5,,4.0,,3
gemma4-e2b__sk-qa_fi_sk__Id346,sk,- Ružena Petríková | performedSong | Profesor Indigo,Ružena Petríková vystupovala pieseň Profesor Indigo.,4,,4.0,,3
qwen3_5-9b__cs-qa_fi_sk__Id207,sk,"- Tři veteráni | isA | filmová pohádka
- Tři veteráni | countryOfOrigin | Česko
- Tři veteráni | releaseYear | 16-09-1993
- Tři veteráni | hasMainCharacters | Pankrác
- Tři veteráni | hasMainCharacters | Bimbác
- Tři veteráni | hasMainCharacters | Servác
- Pankrác | isA | vysloužilý voják
- Bimbác | isA | vysloužilý voják
- Servác | isA | vysloužilý voják","Filmová pohádka Tři veteráni z Česka z roku 16-09-1993 má hlavné postavy Pankráca, Bimbáca a Serváca, ktorí sú všetci vysloužilí vojaci.",5,,4.0,,3
gpt-oss-120b__sk-qa_fi_sk__Id164,sk,"- Studenický kraj | contains | atómová elektráreň
- atómová elektráreň | type | atomic power plant","Studenický kraj obsahuje atómovú elektráreň, ktorá je typom atomovej elektrárne.",5,,5.0,,3
gpt-oss-120b__cs-qa_fi_sk__Id59,sk,- Město Světlo | associatedIndustry | textilní průmysl,Město Světlo je spojené s textilným priemyslom.,5,,4.0,,3
gemma4-31B__sk-qa_fi_sk__Id292,sk,"- Cerova vrchovina | highestPeak | Karanč
- Karanč | elevation | 18
- Karanč | isAbove | 1000","Najvyšším vrcholom Cerova vrchovina je Karanč, ktorý má nadmorskú výšku 18 a je nad 1000.",4,,3.0,,3
