uid,Annotator,prompt_language,triples,sentence,human_faithfulness_score,judge_faithfulness_score,score_difference,human_faithfulness_reason,judge_incorrect_information
llama4-scout__cs-qa_fi_hsb__Id382,1,hsb,"- velká jezdecká socha Jana Žižky | location | Mramorov
- velká jezdecká socha Jana Žižky | specificLocation | Vítkov",Velká jezdecká socha Jana Žižky nachází se v Mramorově a konkrétně na Vítkově.,1,1,0,,"[{""info_used"": ""Velká jezdecká socha Jana Žižky nachází se v Mramorově a konkrétně na Vítkově."", ""correct_info"": ""The sentence is not written in Upper Sorbian."", ""comment"": ""wrong_language""}]"
gemma4-e2b__sk-qa_fi_hsb__Id149,1,hsb,- rieka Ipeľ | sourceLocation | Mokrá Lehôtka,Rieka Ipeľ je Mokrá Lehôtka.,2,2,0,,"[{""info_used"": ""Rieka Ipeľ je Mokrá Lehôtka."", ""correct_info"": ""rieka Ipeľ | sourceLocation | Mokrá Lehôtka"", ""comment"": ""wrong_predicate: The sentence says the river IS the location, but the triple says the river's source is the location.""}]"
gpt-oss-120b__cs-qa_fi_hsb__Id5,1,hsb,"- literatura | publishedBy | disidenti
- literatura | location | Mlynářov
- literatura | timePeriod | 1950-01-01 2000-12-31
- literatura | namedAs | samizdat","Literatura je wutworiła wot disidentow, je w Mlynářow, je w časowym periodje wot 1950‑01‑01 do 2000‑12‑31 a je nazwana jako samizdat.",5,5,0,,[]
qwen3_5-122b__cs-qa_fi_hsb__Id221,1,hsb,- Znojmo | riverFlowingThrough | Rakovnický Les,Rakovnický Les přeteknje rěka Znojmo.,2,2,0,,"[{""info_used"": ""Rakovnický Les přeteknje rěka Znojmo"", ""correct_info"": ""Znojmo | riverFlowingThrough | Rakovnický Les"", ""comment"": ""reverse""}]"
gemma4-31B__sk-qa_fi_en__Id488,3,en,"- Tajná služba | operatesIn | Sokolia skala
- Tajná služba | name | Slovenská informačná služba","Slovenská informačná služba, named Tajná služba, operates in Sokolia skala.",5,5,0,,[]
llama4-scout__sk-qa_fi_en__Id429,3,en,"- Jožo Ráž | isFounderOf | Elán
- Vašo Patejdl | isFounderOf | Elán
- Juraj Farkaš | isFounderOf | Elán
- Slavěna Vrábľová | isFounderOf | Elán","Jožo Ráž, Vašo Patejdl, Juraj Farkaš, and Slavěna Vrábľová are the founders of Elán.",5,5,0,,[]
qwen3_5-122b__cs-qa_fi_en__Id3,3,en,"- svátek svatého Mikuláše | associatedWith | rozdávání dárků dětem
- svátek svatého Mikuláše | celebrationDate | 28-02-1991
- svátek svatého Mikuláše | celebrationTime | večer","Svátek svatého Mikuláše je spojen s rozdávání dárků dětem, slaví se večer a jeho datum je 28-02-1991.",1,1,0,,"[{""info_used"": ""Svátek svatého Mikuláše je spojen s rozdávání dárků dětem, slaví se večer a jeho datum je 28-02-1991."", ""correct_info"": ""The sentence is not in English."", ""comment"": ""wrong_language""}]"
qwen3_5-122b__cs-qa_fi_en__Id414,3,en,"- Libuše | isCharacterFrom | české pověsti
- Libuše | hasFather | Krok
- Libuše | hasSister | Kazi
- Libuše | hasSister | Petra Roubíčková
- Libuše | isMythical | česká kněžna
- Libuše | isSpouseOf | Přemysl Oráč","Libuše is a mythical Czech princess and a character from české pověsti, the daughter of Krok, the sister of Kazi and Petra Roubíčková, and the spouse of Přemysl Oráč.",5,5,0,,"[{""info_used"": ""Libuše is a mythical Czech princess"", ""correct_info"": ""Libuše | isMythical | česká kněžna"", ""comment"": ""over_specific: 'česká kněžna' means 'Czech princess/duchess', but the sentence adds 'mythical' which is supported, but the translation 'princess' is acceptable. However, the triple object is 'česká kněžna', not 'Czech princess'. This is a minor translation/paraphrase, not an error. Actually, 'princess' is a valid translation of 'kněžna'. No error.""}]"
gpt-oss-120b__sk-qa_fi_en__Id179,1,en,- Barbora Malá | profession | kanoistika,Barbora Malá’s profession is canoeing.,5,5,0,,[]
qwen3_5-9b__cs-qa_fi_en__Id498,3,en,"- hrad Veveří | location | ostroh
- ostroh | locatedAbove | Horní Břehy
- ostroh | near | Brno","Hrad Veveří is located on Ostroh, which is situated above Horní Břehy and near Brno.",5,5,0,,[]
gemma4-31B__sk-qa_fa_cs__Id303,1,cs,"- Viliama Klimáčka | knownAs | herca
- Viliama Klimáčka | knownAs | scenáristu
- Viliama Klimáčka | knownAs | herca divadla GUnaGU
- Viliama Klimáčka | studiedAt | lekárska fakulta UK v Bratislave
- Viliama Klimáčka | profession | anesteziológ","Viliam Klimáček je známý jako herec, scénárista a herec divadla GUnaGU, studoval na lekárskej fakulte UK v Bratislave a jeho profesí je anesteziológ.",5,5,0,,"[{""info_used"": ""Viliam Klimáček je známý jako herec, scénárista a herec divadla GUnaGU"", ""correct_info"": ""Viliama Klimáčka | knownAs | herca; Viliama Klimáčka | knownAs | scenáristu; Viliama Klimáčka | knownAs | herca divadla GUnaGU"", ""comment"": ""unsupported: The sentence uses nominative 'Viliam Klimáček' and 'herec, scénárista, herec' instead of the genitive forms from the triples, but the meaning is preserved. However, the sentence repeats 'herec' (actor) twice, which is a minor redundancy but not a faithfulness error. The main issue is that the sentence is in Czech, but the subject name 'Viliam Klimáček' is in nominative, while the triples use genitive 'Viliama Klimáčka'. This is a grammatical adaptation, not a meaning change. No actual unsupported claim.""}]"
gemma4-31B__cs-qa_cf_cs__Id396,1,cs,"- Česká hudební skupina | hasName | Nightwork
- Nightwork | activeFrom | 2006-01-01
- Nightwork | activeUntil | 1990
- Nightwork | hasMember | Jakub Prachař
- Nightwork | hasMember | Vojtěch Dyk",Česká hudební skupina Nightwork je aktivní od 2006-01-01 do 1990 a jejími členy jsou Jakub Prachař a Vojtěch Dyk.,5,5,0,,[]
gpt-oss-120b__cs-qa_fa_cs__Id317,1,cs,- Tzv. Pražské Předměstí | belongsToCadastralArea | Hradec Králové,Tzv. Pražské Předměstí patří katastrálnímu území Hradec Králové.,5,5,0,,[]
gemma4-31B__cs-qa_fa_cs__Id212,1,cs,"- Ašský výběžek | location | západ Čech
- Ašský výběžek | extendsInto | území Německa",Ašský výběžek se nachází na západě Čech a zasahuje do území Německa.,5,5,0,,[]
llama4-scout-openrouter__sk-qa_cf_cs__Id332,1,cs,- okres Senec | locatedIn | Slovensko,Okres Senec se nachází v Slovensku.,5,5,0,,[]
qwen3-1_7b__cs-qa_cf_cs__Id73,1,cs,"- Havlíčkův Brod | riverFlowingThrough | Československo
- Československo | isA | river",Havlíčkův Brod je rýma Československa.,1,1,0,,"[{""info_used"": ""Havlíčkův Brod je rýma Československa."", ""correct_info"": ""Havlíčkův Brod | riverFlowingThrough | Československo; Československo | isA | river"", ""comment"": ""unsupported: The sentence claims Havlíčkův Brod is the cold of Czechoslovakia, which is not supported by the triples. The triples state that the river Československo flows through Havlíčkův Brod.""}]"
gpt-oss-120b__sk-qa_fi_hsb__Id360,1,hsb,"- Vincent Danko | participatedIn | Česko Slovensko má talent
- Česko Slovensko má talent | isA | TV show","Vincent Danko je so wobdźělił na Česko Slovensko má talent, kotryž je televizijny program.",5,5,0,,[]
llama4-scout__sk-qa_fi_hsb__Id274,3,hsb,"- Ivan Matúšik | nationality | slovenský
- Ivan Matúšik | profession | architekt
- Ivan Matúšik | designed | komplex Prior
- Ivan Matúšik | designed | hotel Kyjev
- komplex Prior | location | Kamenné námestie
- hotel Kyjev | location | Kamenné námestie
- Kamenné námestie | city | Malý Roháčov
- Ivan Matúšik | receivedAward | cena Dušana Jurkoviča","Ivan Matúšik je Slovák a architekt. Wón je projektowal komplex Prior a hotel Kyjev, kotrež naměstene stej na Kamennym náměstje w městje Maly Roháčow. Ivan Matúšik dósta cenu Dušana Jurkoviča.",5,5,0,,[]
tiny-aya-global__sk-qa_fi_hsb__Id19,1,hsb,"- nemeckí vojaci | action | partially burned
- nemeckí vojaci | target | Bystrická kotlina","**Hornjoserbski RDF triple:** **nemeckí vojaci** | **akcija** | **częściowo spalone** **nemeckí vojaci** | **cel** | **Bystrická kotlina** **Překlady:** **nemeckí vojaci** → *nemeckí żołnierze* (powšitkowne substancja) **akcija** → *akcja* (powšitkowne wopisko) **częściowo spalone** → *częściowo spalone* (powšitkowne wopisko) **cel** → *cel* (powšitkowne wopisko) **Uwagi:** W RDF triple nie ma miejsca na dodawanie dodatkowych informacji, więc nie ma potrzeby tworzenia dłuższych zdań. Wszystkie nazwy własne (np. *nemeckí vojaci*, *Bystrická kotlina*) zostały przetłumaczone w oryginalnej formie. Predykat *akcija* został przetłumaczony jako *akcja*, a *cel* jako *cel*, zgodnie z instrukcjami.",1,1,0,,"[{""info_used"": ""Hornjoserbski RDF triple: nemeckí vojaci | akcija | częściowo spalone nemeckí vojaci | cel | Bystrická kotlina Překlady: nemeckí vojaci → nemeckí żołnierze (powšitkowne substancja) akcija → akcja (powšitkowne wopisko) częściowo spalone → częściowo spalone (powšitkowne wopisko) cel → cel (powšitkowne wopisko) Uwagi: W RDF triple nie ma miejsca na dodawanie dodatkowych informacji, więc nie ma potrzeby tworzenia dłuższych zdań. Wszystkie n ..."", ""correct_info"": ""The sentence should be a natural-language sentence in Upper Sorbian, not a raw RDF triple with commentary."", ""comment"": ""wrong_transform""}]"
qwen3-1_7b__sk-qa_fi_hsb__Id85,1,hsb,"- Michal Dočolomanský | performedRole | Mária Ondrejková
- Mária Ondrejková | isTitleRoleIn | Na skle maľované
- Na skle maľované | isType | divadelná hra",Michal Dočolomanský | performedRole | Mária Ondrejková Mária Ondrejková | isTitleRoleIn | Na skle maľované Na skle maľované | isType | divadelná hra,1,1,0,,"[{""info_used"": ""Michal Dočolomanský | performedRole | Mária Ondrejková Mária Ondrejková | isTitleRoleIn | Na skle maľované Na skle maľované | isType | divadelná hra"", ""correct_info"": ""The sentence is not a natural-language sentence but keeps the exact pipe-separated RDF format."", ""comment"": ""wrong_transform""}]"
llama4-scout__cs-qa_fi_hsb__Id89,3,hsb,"- Kamenice u Lesa | created by | zatopením lomu Most–Ležáky
- Kamenice u Lesa | openingDate | 2020",Rěčna wjes Kamenice u Lesa bu wutworjena přez zatopenje lomu Most–Ležáky. Ona bu wotwarta w lěće 2020.,5,5,0,,[]
gpt-oss-120b__cs-qa_fi_hsb__Id441,3,hsb,- Pohoří Krkavice | locatedIn | kraj Vysočina,Horinski rjek Krkavice leži w kraju Vysočina.,5,5,0,,[]
gemma4-31B__sk-qa_fi_hsb__Id161,1,hsb,- Vratko Bohunický | originLocation | Okolie Nitry,Vratko Bohunický pochodzi z Okolie Nitry.,5,5,0,,[]
tiny-aya-global__cs-qa_fi_hsb__Id29,1,hsb,- Jarmila Vondrová | nickname | Rudý dědek,"**RDF-Triple:** Jarmila Vondrová | nickname | Rudý dědek **Hornjoserbski preklad:** Jarmila Vondrová | pseudonime | Rudý dědek **Wyjaśnienie:** **Podmet (subject):** Jarmila Vondrová (imię i nazwisko zawodniczki). **Predikat (predicate):** pseudonime (rzeczownik oznaczający przydomek). **Obiekt (object):** Rudý dědek (rzeczownik oznaczający przydomek). Triple jest zgodne z instrukcjami, nie dodaje żadnych dodatkowych informacji i zachowuje dokładność danych.",1,1,0,,"[{""info_used"": ""RDF-Triple: Jarmila Vondrová | nickname | Rudý dědek Hornjoserbski preklad: Jarmila Vondrová | pseudonime | Rudý dědek Wyjaśnienie: Podmet (subject): Jarmila Vondrová (imię i nazwisko zawodniczki). Predikat (predicate): pseudonime (rzeczownik oznaczający przydomek). Obiekt (object): Rudý dědek (rzeczownik oznaczający przydomek). Triple jest zgodne z instrukcjami, nie dodaje żadnych dodatkowych informacji i zachowuje dokładność danych."", ""correct_info"": ""The sentence should be a natural-language Upper Sorbian sentence, not a raw triple with meta-commentary."", ""comment"": ""wrong_transform""}]"
gpt-oss-120b__sk-qa_fi_en__Id24,3,en,"- Údajné odpočúvanie | subject | Cyprián Duchoň
- Údajné odpočúvanie | leadsTo | Kauza Gorila","The alleged wiretapping’s subject is Cyprián Duchoň, and it leads to Kauza Gorila.",5,5,0,,[]
llama4-scout__cs-qa_fi_en__Id272,3,en,- Kozlíkov | locatedAtBorderWith | Rakousko,Kozlíkov is located at a border with Rakousko.,5,5,0,,[]
qwen3_5-9b__sk-qa_fi_en__Id218,3,en,"- Habovka | forms | R1
- R1 | isA | diaľnica","Habovka forms R1, which is a diaľnica.",5,5,0,,[]
gemma4-e4b__sk-qa_fi_en__Id58,3,en,"- Banská Štiavnica | locationOf | prvá banská škola v Uhorsku
- prvá banská škola v Uhorsku | foundingDate | 06-11-2000
- prvá banská škola v Uhorsku | country | Uhorsko",The first mining school in Hungary is located in Banská Štiavnica and was founded on 06-11-2000 in Hungary.,5,5,0,,"[{""info_used"": ""The first mining school in Hungary is located in Banská Štiavnica"", ""correct_info"": ""Banská Štiavnica | locationOf | prvá banská škola v Uhorsku"", ""comment"": ""reverse: The triple states Banská Štiavnica is the location of the school, but the sentence says the school is located in Banská Štiavnica, which is semantically equivalent. However, the triple subject is Banská Štiavnica, and the predicate 'locationOf' means the object is located in the subject. The sentence correctly expresses this, so this is not an error. Re-evaluating: The triple is Banská Štiavnica | locationOf | prvá banská škola v Uhorsku, meaning the school is located in Banská Štiavnica. The sentence says 'The first mining school in Hungary is located in Banská Štiavnica', which matches. No error.""}, {""info_used"": ""was founded on 06-11-2000"", ""correct_info"": ""prvá banská škola v Uhorsku | foundingDate | 06-11-2000"", ""comment"": ""unsupported: The date is directly from the triple, so it is supported. No error.""}, {""info_used"": ""in Hungary"", ""correct_info"": ""prvá banská škola v Uhorsku | country | Uhorsko"", ""comment"": ""unsupported: The triple says the country is Uhorsko, which is the historical name for Hungary. The sentence says 'in Hungary', which is a correct translation. No error.""}]"
gpt-oss-120b__sk-qa_fi_en__Id34,3,en,"- Dračie srdce | filmingLocation | Machnica
- Dračie srdce | type | film
- Machnica | type | hrad","The film Dračie srdce was filmed at Machnica, which is a castle.",5,5,0,,"[{""info_used"": ""which is a castle"", ""correct_info"": ""Machnica | type | hrad"", ""comment"": ""over_specific: 'hrad' is a specific type of castle/fortress; translating it as 'castle' is acceptable, but the sentence adds 'which is a castle' as an unsupported claim if 'hrad' is not exactly 'castle' in English. However, 'hrad' means 'castle', so this is actually supported. Re-evaluating: 'hrad' translates to 'castle', so the claim is supported. No error.""}]"
gemma4-e4b__cs-qa_fi_hsb__Id223,1,hsb,"- Ctibor Skrýpka | occupation | buditelka
- Ctibor Skrýpka | occupation | spisovatelka
- Ctibor Skrýpka | nationality | česká
- Ctibor Skrýpka | knownFor | autorka
- Domácí kuchařka | author | Ctibor Skrýpka
- Domácí kuchařka | publicationYear | 1826",Ctibor Skrýpka je buditelka. Ctibor Skrýpka je spisovatelka. Ctibor Skrýpka je česká. Ctibor Skrýpka je autorka. Ctibor Skrýpka je autor od Domácí kuchařka. Domácí kuchařka je izdaná v roku 1826.,5,5,0,,"[{""info_used"": ""Ctibor Skrýpka je autor od Domácí kuchařka"", ""correct_info"": ""Domácí kuchařka | author | Ctibor Skrýpka"", ""comment"": ""reverse: sentence says Ctibor Skrýpka is the author of Domácí kuchařka, but the triple states Domácí kuchařka has author Ctibor Skrýpka, which is semantically equivalent. However, the sentence uses 'autor' (masculine) while the triple uses 'author' (neutral), and the sentence structure 'je autor od' is a valid paraphrase. No reversal. Actually, the triple is Domácí kuchařka | author | Ctibor Skrýpka, meaning Domácí kuchařka has author Ctibor Skrýpka. The sentence 'Ctibor Skrýpka je autor od Domácí kuchařka' means Ctibor Skrýpka is the author of Domácí kuchařka. This is the same relationship, not reversed. So no error here.""}]"
